Country Name,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Zambia,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714285999,0.000714317,0.000652397,0.00064346,0.00064323,0.000700984,0.000789728,0.000800667,0.000793333,0.000788667,0.000869583,0.00092875,0.001259,0.001813188,0.003139642,0.007788449,0.009519475,0.008266025,0.013813696,0.030289108,0.064639708,0.172213783,0.452762667,0.669370622,0.864119167,1.2079,1.3144975,1.862069167,2.388019167,3.110844167,3.610935,4.398595,4.733271046,4.778875386,4.465,3.601666667,4.001666667,3.745,5.045,4.7975,4.861666667,5.1475,5.396483333,6.154166667,8.631666667,10.3075,9.5175,10.45833333,12.89,18.34409265,20.01848659,16.93759433,20.21201787,26.16641878,
